9.842711091041564941e-01,6.586906313896179199e-02
9.847118854522705078e-01,6.175347045063972473e-02
9.854145050048828125e-01,5.836223810911178589e-02
9.851048588752746582e-01,5.739922076463699341e-02
9.844824075698852539e-01,6.211014464497566223e-02
9.845340251922607422e-01,6.404452025890350342e-02
9.849243760108947754e-01,5.468052253127098083e-02
9.834634661674499512e-01,6.322320550680160522e-02
9.847625494003295898e-01,6.215582787990570068e-02
9.854063987731933594e-01,5.679531395435333252e-02
9.854533076286315918e-01,5.681319907307624817e-02
9.842879772186279297e-01,6.044617667794227600e-02
9.850858449935913086e-01,6.328051537275314331e-02
9.852527976036071777e-01,5.870931223034858704e-02
9.833437800407409668e-01,5.957378074526786804e-02
9.854038357734680176e-01,5.925359204411506653e-02
9.840649962425231934e-01,6.402082741260528564e-02
9.852369427680969238e-01,5.776805430650711060e-02
9.820496439933776855e-01,7.798386365175247192e-02
9.848917722702026367e-01,6.073742359876632690e-02
9.777002930641174316e-01,9.361495077610015869e-02
9.838693737983703613e-01,5.333596840500831604e-02
9.850016832351684570e-01,5.987170338630676270e-02
9.838420152664184570e-01,6.072448194026947021e-02
9.855000376701354980e-01,5.984285101294517517e-02
9.844079613685607910e-01,6.249718368053436279e-02
9.822643399238586426e-01,7.043147832155227661e-02
9.851566553115844727e-01,6.011272221803665161e-02
9.854832887649536133e-01,5.652895942330360413e-02
9.857658147811889648e-01,5.748990550637245178e-02
9.833695292472839355e-01,5.165065079927444458e-02
9.829965233802795410e-01,5.253524705767631531e-02
9.844505190849304199e-01,5.667863786220550537e-02
9.853207468986511230e-01,5.627679824829101562e-02
9.855147600173950195e-01,5.669492110610008240e-02
9.838072061538696289e-01,5.759351700544357300e-02
9.828259348869323730e-01,6.737688183784484863e-02
9.863351583480834961e-01,5.725954100489616394e-02
9.843069314956665039e-01,6.265001744031906128e-02
9.840371608734130859e-01,6.514848023653030396e-02
9.855388402938842773e-01,5.931201204657554626e-02
9.836081862449645996e-01,6.690376996994018555e-02
9.860044121742248535e-01,5.795329809188842773e-02
9.855929017066955566e-01,6.246381253004074097e-02
9.851401448249816895e-01,6.283347308635711670e-02
9.853637814521789551e-01,5.870613455772399902e-02
9.833136200904846191e-01,6.477370858192443848e-02
9.851139783859252930e-01,6.315685808658599854e-02
9.860414862632751465e-01,5.770870670676231384e-02
9.852537512779235840e-01,6.275001913309097290e-02
9.847233295440673828e-01,6.304033845663070679e-02
9.854046702384948730e-01,5.629932135343551636e-02
9.848582744598388672e-01,6.016065925359725952e-02
9.856942296028137207e-01,5.955762043595314026e-02
9.820240139961242676e-01,7.108544558286666870e-02
9.847848415374755859e-01,6.106625497341156006e-02
9.827893376350402832e-01,6.594109535217285156e-02
9.849154949188232422e-01,5.907854437828063965e-02
9.853391647338867188e-01,5.929083749651908875e-02
9.850615859031677246e-01,6.059945374727249146e-02
9.855006337165832520e-01,5.786326527595520020e-02
9.852815270423889160e-01,6.348403543233871460e-02
