[[0.50269    0.13249867 0.0287365  0.5570687 ]
 [0.98402506 0.02167867 0.01789598 0.0166521 ]
 [0.67293876 0.26537728 0.0139667  0.10865245]
 [0.98090243 0.02152047 0.01706676 0.01872189]
 [0.3774981  0.60035396 0.02653629 0.1477131 ]
 [0.97228414 0.02615746 0.01343383 0.03646738]
 [0.9647932  0.04046529 0.01582852 0.02130566]
 [0.9832803  0.02256634 0.01675531 0.01589932]
 [0.98437    0.02307155 0.01842806 0.01484851]
 [0.9782452  0.02611451 0.01418987 0.01758304]
 [0.97260827 0.0196526  0.01449    0.02354251]
 [0.9832894  0.02057533 0.02156725 0.01625331]
 [0.98309696 0.02304856 0.01719249 0.01547078]
 [0.97974956 0.05188877 0.03059376 0.01270869]
 [0.91120696 0.02655957 0.02158699 0.17811695]
 [0.979146   0.02919827 0.01507962 0.01331781]
 [0.98383695 0.04586097 0.02054487 0.01142443]
 [0.98478544 0.04584302 0.03171353 0.01278827]
 [0.97580427 0.02202784 0.01396775 0.02057028]
 [0.9772232  0.04802226 0.01789511 0.01635941]
 [0.97816443 0.03086239 0.01554658 0.01338202]
 [0.9581109  0.04090628 0.00974167 0.03046483]
 [0.18084656 0.69872993 0.03201307 0.30011162]
 [0.9815709  0.02287834 0.01637018 0.0151106 ]
 [0.9820837  0.0347767  0.01613456 0.01312938]
 [0.93238044 0.49601507 0.08470377 0.01045212]
 [0.34651875 0.9658688  0.07611059 0.03504718]
 [0.755208   0.8905499  0.14585884 0.01614439]
 [0.9790471  0.02658101 0.01639566 0.01395741]
 [0.97574776 0.04606014 0.01678261 0.01244169]
 [0.8635913  0.03592944 0.02073932 0.1755179 ]
 [0.6028493  0.11415    0.0240642  0.42429313]
 [0.98050666 0.02504935 0.01675393 0.01424015]
 [0.973503   0.02210977 0.01268605 0.02541126]
 [0.21212691 0.9658729  0.05437045 0.06149654]
 [0.97976637 0.02195234 0.01637974 0.01668259]
 [0.9673209  0.07664146 0.01954432 0.01268986]
 [0.887889   0.09256975 0.00857238 0.05898276]
 [0.9821085  0.02380502 0.01872083 0.01354829]
 [0.9732844  0.03208869 0.02192042 0.01678542]
 [0.9424636  0.03310074 0.01030076 0.05655717]
 [0.98047733 0.024743   0.01856206 0.01509435]
 [0.97603023 0.04131438 0.01602831 0.01270248]
 [0.9681257  0.0532393  0.01577833 0.01417187]
 [0.97698134 0.03257836 0.01403801 0.01451269]
 [0.9792412  0.07028455 0.02831785 0.00946009]
 [0.9725927  0.07885639 0.01385193 0.011348  ]
 [0.80944735 0.06111711 0.01524667 0.29110056]
 [0.97410995 0.03068161 0.01377009 0.01721931]
 [0.97827154 0.03871328 0.01681603 0.01266099]
 [0.98408973 0.02957682 0.01729341 0.01322512]
 [0.98155206 0.02805073 0.01742536 0.01331303]
 [0.98446125 0.02369237 0.01868387 0.01544772]
 [0.8424669  0.84813654 0.10276442 0.01223762]
 [0.98014724 0.02205974 0.01617702 0.0174    ]
 [0.98589295 0.03121744 0.02160242 0.01336798]
 [0.9791861  0.08204642 0.02392158 0.01248407]
 [0.9841292  0.02743898 0.02035055 0.01345639]
 [0.9811226  0.02235528 0.01827696 0.01501208]
 [0.9838441  0.03331481 0.01774015 0.01204901]
 [0.98091274 0.02940748 0.01665583 0.01380214]
 [0.980949   0.02099801 0.01675938 0.01736724]
 [0.983976   0.03005591 0.02090792 0.01376568]
 [0.97616655 0.02759813 0.02034278 0.01488183]
 [0.98387074 0.02566172 0.01983966 0.01432619]
 [0.9792348  0.02109207 0.01476459 0.01860736]
 [0.9809904  0.02872976 0.01546001 0.01857057]
 [0.9742774  0.03245224 0.01523934 0.01927265]
 [0.44835028 0.16255368 0.03492501 0.62545115]
 [0.2809895  0.96275735 0.06711689 0.04954365]
 [0.38638633 0.9531105  0.34832627 0.03704781]
 [0.1295174  0.9742095  0.17705582 0.08689583]
 [0.15020795 0.9519502  0.04947656 0.10080806]
 [0.36076373 0.96031415 0.08984557 0.03726198]
 [0.24813733 0.9725289  0.13294229 0.04552668]
 [0.29477805 0.9725565  0.09811729 0.04087761]
 [0.27998778 0.85917455 0.9021005  0.1306599 ]
 [0.28882095 0.9651635  0.06311679 0.04755438]
 [0.6097256  0.92634594 0.05433199 0.02511939]
 [0.15061556 0.90510607 0.03863405 0.15305053]
 [0.34397084 0.96865654 0.106483   0.03611913]
 [0.37933812 0.9644638  0.15375051 0.03061356]
 [0.25711924 0.9611524  0.05171016 0.05781268]
 [0.23151258 0.97113186 0.14544258 0.05024611]
 [0.47345567 0.9586329  0.13114327 0.02612526]
 [0.23772737 0.9742158  0.09538028 0.04681968]
 [0.7523508  0.7976917  0.02058903 0.01782272]
 [0.30817792 0.9650674  0.05699964 0.04033265]
 [0.20059446 0.9610507  0.06833972 0.06727389]
 [0.38161922 0.9627977  0.09513243 0.03675137]
 [0.428033   0.9472412  0.06100679 0.03812187]
 [0.18440624 0.16815759 0.11216099 0.92376363]
 [0.1886448  0.9683148  0.05540827 0.07282018]
 [0.7592691  0.88423187 0.07305442 0.01732265]
 [0.8719189  0.8008852  0.06341714 0.01184975]
 [0.5571392  0.94291127 0.09260543 0.02245784]
 [0.50459445 0.93878204 0.07290327 0.02643117]
 [0.8022951  0.8814376  0.08745441 0.01478496]
 [0.8848865  0.06550375 0.02238728 0.15697782]
 [0.7819274  0.88986623 0.07973424 0.01371805]
