4.148662388324737549e-01,1.958008296787738800e-02,2.947379462420940399e-02,1.804149746894836426e-01,2.130089513957500458e-02,1.871270313858985901e-02,1.678313314914703369e-01,1.631659269332885742e-02,6.607637405395507812e-01
3.787573575973510742e-01,9.656157344579696655e-03,2.889082022011280060e-02,9.588983654975891113e-01,1.138643268495798111e-02,2.059299685060977936e-02,1.420141477137804031e-02,1.641760952770709991e-02,1.782478205859661102e-02
1.809047907590866089e-02,9.060422182083129883e-01,2.404415793716907501e-02,1.778736151754856110e-02,1.207285653799772263e-02,1.040019840002059937e-02,1.217975839972496033e-02,1.897591911256313324e-02,8.576548658311367035e-03
9.463446587324142456e-02,3.771407008171081543e-01,1.554056350141763687e-02,5.067608356475830078e-01,1.213321555405855179e-02,3.545977175235748291e-02,4.726248607039451599e-02,8.044213987886905670e-03,3.483384251594543457e-01
3.146685287356376648e-02,8.739785850048065186e-02,1.533468905836343765e-02,9.314385056495666504e-01,9.878055192530155182e-03,4.485809803009033203e-02,6.723903119564056396e-03,5.713802576065063477e-02,9.215985424816608429e-03
5.663103461265563965e-01,2.099069654941558838e-01,2.727461978793144226e-02,2.229983173310756683e-02,1.288096792995929718e-02,1.482909172773361206e-02,8.014416694641113281e-01,1.614144071936607361e-02,2.690925821661949158e-02
8.990264534950256348e-01,6.902729868888854980e-01,4.228003323078155518e-02,6.885037571191787720e-02,1.290141604840755463e-02,2.210200764238834381e-02,2.132690697908401489e-02,4.141328111290931702e-02,2.247079648077487946e-02
8.498829603195190430e-01,1.354216504842042923e-02,3.675341606140136719e-02,8.256425857543945312e-01,1.282805390655994415e-02,2.300542779266834259e-02,1.234221924096345901e-02,3.933579847216606140e-02,2.376393787562847137e-02
2.084737643599510193e-02,9.585747495293617249e-03,2.702499553561210632e-02,9.706501364707946777e-01,1.170367654412984848e-02,1.495412271469831467e-02,1.533913984894752502e-02,2.074573747813701630e-02,1.133131515234708786e-02
1.655189841985702515e-01,3.251406922936439514e-02,2.397391013801097870e-02,9.004163146018981934e-01,5.912066902965307236e-03,2.134013362228870392e-02,7.497742772102355957e-03,2.185912802815437317e-02,1.749658398330211639e-02
2.004000991582870483e-01,5.889442563056945801e-02,3.967698663473129272e-02,3.896425664424896240e-02,2.879035100340843201e-02,2.626148611307144165e-02,9.652409553527832031e-01,2.139171957969665527e-02,3.244925662875175476e-02
9.135445356369018555e-01,1.509424950927495956e-02,4.407716915011405945e-02,9.819943457841873169e-02,1.535353623330593109e-02,2.051187865436077118e-02,2.471471391618251801e-02,4.924640059471130371e-02,2.255993150174617767e-02
9.319561123847961426e-01,2.169033885002136230e-02,4.099579155445098877e-02,5.824954435229301453e-02,2.077987417578697205e-02,1.945928111672401428e-02,4.058532044291496277e-02,3.983878344297409058e-02,2.375738136470317841e-02
7.732775807380676270e-01,1.279311534017324448e-02,2.611437067389488220e-02,8.588546514511108398e-01,1.132284663617610931e-02,1.733020506799221039e-02,1.437168754637241364e-02,2.935305424034595490e-02,1.865676976740360260e-02
8.882093429565429688e-01,1.312454417347908020e-02,3.649615496397018433e-02,4.066722467541694641e-02,2.071365714073181152e-02,1.950649917125701904e-02,9.378591179847717285e-02,2.822173945605754852e-02,2.498778887093067169e-02
1.545822769403457642e-01,7.426185607910156250e-01,1.526910718530416489e-02,1.687653176486492157e-02,1.631803810596466064e-02,2.631216868758201599e-02,2.448015101253986359e-02,8.912717700004577637e-01,2.941408753395080566e-02
8.846702575683593750e-01,1.119173783808946609e-02,5.972903966903686523e-02,1.602259725332260132e-01,1.250885799527168274e-02,1.682146824896335602e-02,2.054461836814880371e-02,3.280763700604438782e-02,1.645669527351856232e-02
9.320754408836364746e-01,1.614896208047866821e-02,3.225092589855194092e-02,6.284455209970474243e-02,1.821625046432018280e-02,2.053316868841648102e-02,9.364686906337738037e-02,3.620370477437973022e-02,2.906079776585102081e-02
4.758146107196807861e-01,8.865976929664611816e-01,2.219609543681144714e-02,6.991831958293914795e-02,7.788068149238824844e-03,1.504561025649309158e-02,8.500019088387489319e-03,2.863621711730957031e-02,1.611867919564247131e-02
