9.206674695014953613e-01,1.120844930410385132e-01
5.142745375633239746e-01,7.286508083343505859e-01
9.227768182754516602e-01,1.138905286788940430e-01
8.184158205986022949e-01,1.190619543194770813e-01
9.163963794708251953e-01,1.396402865648269653e-01
9.081062674522399902e-01,8.249208331108093262e-02
9.209858179092407227e-01,1.135571971535682678e-01
8.007542490959167480e-01,1.410973817110061646e-01
8.946937322616577148e-01,8.882760256528854370e-02
7.917527556419372559e-01,1.688632965087890625e-01
7.893731594085693359e-01,5.168207883834838867e-01
9.190108776092529297e-01,8.898681402206420898e-02
4.246380329132080078e-01,8.060782551765441895e-01
2.674260735511779785e-01,8.908621072769165039e-01
8.292217850685119629e-01,1.351314932107925415e-01
3.273846805095672607e-01,8.892195224761962891e-01
4.282077252864837646e-01,8.635221123695373535e-01
1.728267073631286621e-01,9.127058386802673340e-01
4.277084469795227051e-01,8.693237900733947754e-01
6.363053917884826660e-01,8.066148161888122559e-01
8.547790050506591797e-01,1.177287548780441284e-01
8.753510117530822754e-01,1.467872560024261475e-01
9.191052913665771484e-01,1.478478461503982544e-01
8.452721834182739258e-01,1.408320665359497070e-01
9.085986614227294922e-01,9.543488174676895142e-02
9.160900115966796875e-01,1.125112697482109070e-01
9.215702414512634277e-01,7.783789187669754028e-02
