9.583118557929992676e-01,1.878354698419570923e-02,2.539344504475593567e-02,1.115922536700963974e-02,6.195147335529327393e-02
3.494849503040313721e-01,4.430125467479228973e-03,1.775847673416137695e-01,2.973747998476028442e-02,9.789421223104000092e-03
9.742953777313232422e-01,2.004834450781345367e-02,2.061145193874835968e-02,1.663536578416824341e-02,4.997915774583816528e-02
8.729174733161926270e-01,2.924524806439876556e-02,8.689155802130699158e-03,1.029331889003515244e-02,8.648402988910675049e-02
9.563866853713989258e-01,9.256036952137947083e-03,3.162708133459091187e-02,1.993376575410366058e-02,8.990228176116943359e-02
1.174351871013641357e-01,6.167390383780002594e-03,2.993275821208953857e-01,1.410253718495368958e-02,2.541784569621086121e-02
9.848743081092834473e-01,2.459300495684146881e-02,2.776725590229034424e-02,1.873678341507911682e-02,1.036724820733070374e-01
8.602765202522277832e-01,1.473039202392101288e-02,9.754275903105735779e-03,2.912314422428607941e-02,2.488593384623527527e-02
9.726973176002502441e-01,1.266784127801656723e-02,2.829288877546787262e-02,2.096584625542163849e-02,1.379065960645675659e-01
9.775652885437011719e-01,3.075404465198516846e-02,2.573362365365028381e-02,2.033785358071327209e-02,2.457946538925170898e-02
9.478053450584411621e-01,3.159856796264648438e-02,3.691999241709709167e-02,2.030250802636146545e-02,2.292406186461448669e-02
9.605889320373535156e-01,2.462642639875411987e-02,2.646409161388874054e-02,2.211790904402732849e-02,1.436146441847085953e-02
9.635550379753112793e-01,2.106551639735698700e-02,2.584444172680377960e-02,2.225876785814762115e-02,1.970599405467510223e-02
9.602665305137634277e-01,1.191338896751403809e-02,1.809684932231903076e-02,1.606693677604198456e-02,1.563067883253097534e-01
9.144543409347534180e-01,1.342651061713695526e-02,7.530941814184188843e-02,1.053384132683277130e-02,2.337578870356082916e-02
9.664164781570434570e-01,4.416276514530181885e-02,3.352290391921997070e-02,2.141308225691318512e-02,2.938652969896793365e-02
9.652606248855590820e-01,3.340854868292808533e-02,3.199677541851997375e-02,1.739630661904811859e-02,1.466082315891981125e-02
9.618073701858520508e-01,1.696386560797691345e-02,2.129185758531093597e-02,2.325844019651412964e-02,2.165156416594982147e-02
9.741837978363037109e-01,2.046183496713638306e-02,2.805291861295700073e-02,2.526384033262729645e-02,2.173741161823272705e-02
9.782990217208862305e-01,2.361102029681205750e-02,2.639334090054035187e-02,2.154507488012313843e-02,2.836658991873264313e-02
1.706104725599288940e-02,9.737721681594848633e-01,1.463533658534288406e-02,1.977384276688098907e-02,2.103134803473949432e-02
5.617694184184074402e-02,9.606013074517250061e-03,1.139839887619018555e-01,2.378970943391323090e-02,5.863599181175231934e-01
2.397259324789047241e-02,9.777601361274719238e-01,1.537729240953922272e-02,2.044609561562538147e-02,1.577671803534030914e-02
1.272001303732395172e-02,9.776125550270080566e-01,1.496028248220682144e-02,2.310732938349246979e-02,3.001898527145385742e-02
1.306813303381204605e-02,3.554283976554870605e-01,2.197829037904739380e-01,4.340052604675292969e-03,2.014702744781970978e-02
1.509752310812473297e-02,9.883529543876647949e-01,2.386978641152381897e-02,1.919261552393436432e-02,3.977011516690254211e-02
4.683376848697662354e-01,6.100310944020748138e-03,6.293772906064987183e-02,1.357037480920553207e-02,1.529485285282135010e-01
1.641876623034477234e-02,9.854210019111633301e-01,1.821386814117431641e-02,2.250387147068977356e-02,2.041560411453247070e-02
1.196442916989326477e-02,9.792789220809936523e-01,2.025727368891239166e-02,2.500708028674125671e-02,1.876508817076683044e-02
1.229670923203229904e-02,9.808111190795898438e-01,2.185932174324989319e-02,2.027700096368789673e-02,2.002410963177680969e-02
1.615690439939498901e-02,9.804396033287048340e-01,1.784959249198436737e-02,1.853135414421558380e-02,1.998164504766464233e-02
1.980937458574771881e-02,9.832052588462829590e-01,2.085277438163757324e-02,2.087393216788768768e-02,1.567452587187290192e-02
1.322547253221273422e-02,9.789903163909912109e-01,2.070206589996814728e-02,2.186483703553676605e-02,1.790795847773551941e-02
5.569438915699720383e-03,6.786162853240966797e-01,2.481919713318347931e-02,3.220996260643005371e-02,2.055091224610805511e-02
7.518684118986129761e-02,9.705229997634887695e-01,1.240979880094528198e-02,1.790993846952915192e-02,1.717699877917766571e-02
1.119907479733228683e-02,9.791958332061767578e-01,2.349784597754478455e-02,2.107344754040241241e-02,1.932516321539878845e-02
4.143814444541931152e-01,9.522476233541965485e-03,4.298867657780647278e-02,5.262177065014839172e-02,7.920959591865539551e-01
1.601117476820945740e-02,9.785094857215881348e-01,1.986421458423137665e-02,1.992955245077610016e-02,1.600911840796470642e-02
1.797633431851863861e-02,9.808899164199829102e-01,1.698266714811325073e-02,2.227277122437953949e-02,1.557028107345104218e-02
2.543377578258514404e-01,4.797297529876232147e-03,2.441912442445755005e-01,1.021709013730287552e-02,4.554341360926628113e-02
1.939009875059127808e-02,1.680152863264083862e-02,9.694936871528625488e-01,3.078755922615528107e-02,1.707406155765056610e-02
1.682999543845653534e-02,2.250142581760883331e-02,5.994573235511779785e-01,1.239111740142107010e-02,1.944731734693050385e-02
1.585102081298828125e-02,2.421463839709758759e-02,9.674542546272277832e-01,2.410240471363067627e-02,1.864976435899734497e-02
4.066145047545433044e-02,3.739720676094293594e-03,4.244296848773956299e-01,6.350465118885040283e-02,2.026009932160377502e-02
1.818720623850822449e-02,1.255438663065433502e-02,9.696425795555114746e-01,3.407802805304527283e-02,2.207788638770580292e-02
2.920054644346237183e-02,1.409431826323270798e-02,6.723153591156005859e-01,6.677230820059776306e-03,7.409965246915817261e-02
1.683971099555492401e-02,1.904021389782428741e-02,9.696784615516662598e-01,2.746358886361122131e-02,2.176172845065593719e-02
2.212671376764774323e-02,5.872615054249763489e-02,3.321325406432151794e-02,5.986340343952178955e-02,2.715216577053070068e-02
1.205742545425891876e-02,2.626105211675167084e-02,9.592314958572387695e-01,2.545798197388648987e-02,1.845984160900115967e-02
2.204659953713417053e-02,1.119304634630680084e-02,9.626953005790710449e-01,4.017578437924385071e-02,1.544378232210874557e-02
1.499117724597454071e-02,9.484082460403442383e-03,8.224788904190063477e-01,1.881652884185314178e-02,6.548437476158142090e-02
1.870631277561187744e-01,4.845478571951389313e-03,1.813334524631500244e-01,1.513292547315359116e-02,3.299022316932678223e-01
1.946695297956466675e-01,2.118159830570220947e-02,1.031697094440460205e-01,1.273933984339237213e-02,6.528355479240417480e-01
1.567284204065799713e-02,2.047979272902011871e-02,9.711155891418457031e-01,2.469016239047050476e-02,2.135567925870418549e-02
3.404517099261283875e-02,1.460723299533128738e-02,9.742206931114196777e-01,2.825106680393218994e-02,1.827155984938144684e-02
3.911170363426208496e-01,4.936523269861936569e-03,4.901034757494926453e-02,4.095882922410964966e-02,3.157020732760429382e-02
9.725344777107238770e-01,1.877477951347827911e-02,2.821995317935943604e-02,1.477690134197473526e-02,3.818903490900993347e-02
2.688243985176086426e-02,3.435382246971130371e-02,4.240894690155982971e-02,9.722830057144165039e-01,4.089165478944778442e-02
3.371106833219528198e-02,3.130730241537094116e-02,3.987100720405578613e-02,9.751244783401489258e-01,4.698351025581359863e-02
3.460299223661422729e-02,1.975599303841590881e-02,3.373244777321815491e-02,9.591159224510192871e-01,4.997672140598297119e-02
3.408725932240486145e-02,3.310292959213256836e-02,3.790364041924476624e-02,9.738966226577758789e-01,4.121422395110130310e-02
9.257117286324501038e-03,3.689879477024078369e-01,1.054843794554471970e-02,5.040300488471984863e-01,1.793865300714969635e-02
3.420270234346389771e-02,3.474080562591552734e-02,3.757906332612037659e-02,9.737642407417297363e-01,3.839392960071563721e-02
2.909914031624794006e-02,2.413369715213775635e-02,3.748056665062904358e-02,9.660902619361877441e-01,5.102398619055747986e-02
3.511174023151397705e-02,2.620588801801204681e-02,3.923629596829414368e-02,9.712647795677185059e-01,4.585783556103706360e-02
2.401412278413772583e-02,3.735813498497009277e-02,5.435479059815406799e-02,9.572774767875671387e-01,5.427594110369682312e-02
4.042326286435127258e-02,2.488383091986179352e-02,3.318349272012710571e-02,9.541154503822326660e-01,3.852958232164382935e-02
1.925313323736190796e-01,4.704197123646736145e-02,4.354579374194145203e-02,4.524745792150497437e-02,9.584280252456665039e-01
1.991719193756580353e-02,5.749491043388843536e-03,6.118760108947753906e-01,1.963396184146404266e-02,2.427454292774200439e-01
2.223706990480422974e-01,2.921555377542972565e-02,4.422659799456596375e-02,5.854468792676925659e-02,9.565070271492004395e-01
6.299161911010742188e-01,3.253906592726707458e-02,3.846600651741027832e-02,5.191108956933021545e-02,9.516623020172119141e-01
8.682674765586853027e-01,9.227106571197509766e-01,1.246673054993152618e-02,1.423697359859943390e-02,3.298764824867248535e-01
9.354689121246337891e-01,5.461815744638442993e-02,2.185334265232086182e-02,1.574445515871047974e-02,1.674868538975715637e-02
3.376466333866119385e-01,4.766311496496200562e-03,6.726803630590438843e-02,2.863793633878231049e-02,5.163867473602294922e-01
2.280689589679241180e-02,1.157211419194936752e-02,9.313428401947021484e-01,1.660655811429023743e-02,3.495249524712562561e-02
9.790331721305847168e-01,2.070864848792552948e-02,2.085345983505249023e-02,1.920423656702041626e-02,6.328713148832321167e-02
7.187554612755775452e-03,1.573796011507511139e-02,8.624648451805114746e-01,3.274141997098922729e-02,2.239015139639377594e-02
9.710892438888549805e-01,2.122778072953224182e-02,2.643488533794879913e-02,2.158840373158454895e-02,2.138713374733924866e-02
9.505650401115417480e-01,3.054708987474441528e-02,1.786455325782299042e-02,2.538506314158439636e-02,1.309634279459714890e-02
1.714969798922538757e-02,2.003617957234382629e-02,9.714638590812683105e-01,3.242197632789611816e-02,1.825916208326816559e-02
1.905554346740245819e-02,2.184618264436721802e-02,9.746423363685607910e-01,2.696328610181808472e-02,2.011217735707759857e-02
