8.486480116844177246e-01,6.523805856704711914e-02,7.428947091102600098e-02,1.266342308372259140e-02,1.237235404551029205e-02,2.419387735426425934e-02,7.771763950586318970e-02,3.267439827322959900e-02,5.726464465260505676e-02,5.584911629557609558e-02,5.969458259642124176e-03,1.095082983374595642e-02,2.166669368743896484e-01,1.327494997531175613e-02,1.168233528733253479e-02,1.744792796671390533e-02,7.532716542482376099e-02
9.704627394676208496e-01,1.873785555362701416e-01,1.834982484579086304e-01,2.060947753489017487e-02,2.582683973014354706e-02,2.826248854398727417e-02,1.709026843309402466e-02,1.358590740710496902e-02,5.201957188546657562e-03,4.295938834547996521e-02,1.533700805157423019e-02,3.572311252355575562e-03,3.040638193488121033e-02,1.056123618036508560e-02,4.618772771209478378e-03,7.314343005418777466e-03,8.938866667449474335e-03
9.618671536445617676e-01,2.587650902569293976e-02,2.323843389749526978e-01,1.240502484142780304e-02,1.802279986441135406e-02,3.812933713197708130e-02,1.641881093382835388e-02,1.609581150114536285e-02,1.045064628124237061e-02,6.621721386909484863e-02,7.347847335040569305e-03,5.693063139915466309e-03,2.285515516996383667e-02,9.807983413338661194e-03,4.363521467894315720e-03,9.495798498392105103e-03,9.249611757695674896e-03
9.530491232872009277e-01,2.965905703604221344e-02,2.412691563367843628e-01,1.348802540451288223e-02,1.324332412332296371e-02,2.088695392012596130e-02,1.130422111600637436e-02,1.760133914649486542e-02,5.234889686107635498e-03,2.297465689480304718e-02,7.230788469314575195e-03,4.561112262308597565e-03,2.077059447765350342e-02,6.079688668251037598e-03,3.044592682272195816e-03,5.610317923128604889e-03,5.517384037375450134e-03
9.580839276313781738e-01,4.866023361682891846e-02,4.907080158591270447e-02,1.377516426146030426e-02,1.746035739779472351e-02,2.427818067371845245e-02,1.304940134286880493e-02,1.416181772947311401e-02,8.525438606739044189e-03,2.001641131937503815e-02,6.743842270225286484e-03,6.854454986751079559e-03,2.863605134189128876e-02,7.804504595696926117e-03,3.882465884089469910e-03,6.070032250136137009e-03,6.818420719355344772e-03
8.298074603080749512e-01,3.448449447751045227e-02,4.850350320339202881e-02,2.245601639151573181e-02,4.875856637954711914e-02,3.486091196537017822e-01,9.637792594730854034e-03,1.358688529580831528e-02,8.117333985865116119e-03,1.747197099030017853e-02,1.099694147706031799e-02,5.141759756952524185e-03,2.064486593008041382e-02,5.558788310736417770e-03,2.580602187663316727e-03,4.594424273818731308e-03,3.762592561542987823e-03
9.538314342498779297e-01,3.040090203285217285e-02,6.019020080566406250e-02,1.465250458568334579e-02,1.753544807434082031e-02,2.269087173044681549e-02,1.478626113384962082e-02,2.293057367205619812e-02,9.877667762339115143e-03,2.019274793565273285e-02,6.933156400918960571e-03,6.615778431296348572e-03,2.325825579464435577e-02,8.510040119290351868e-03,4.292938392609357834e-03,6.250235252082347870e-03,7.118667941540479660e-03
7.461909055709838867e-01,1.977670639753341675e-01,7.725963741540908813e-02,6.555072218179702759e-02,9.595154225826263428e-02,9.715850353240966797e-01,1.032494902610778809e-01,1.861302182078361511e-02,1.369492430239915848e-02,7.172012329101562500e-02,2.234527096152305603e-02,1.496180240064859390e-02,2.961416915059089661e-02,2.302745729684829712e-02,1.678398065268993378e-02,1.154449954628944397e-02,6.041061598807573318e-03
9.608285427093505859e-01,3.981236368417739868e-02,8.927314728498458862e-02,1.363444421440362930e-02,1.702608913183212280e-02,2.202030830085277557e-02,1.124886143952608109e-02,1.527445577085018158e-02,7.838280871510505676e-03,2.109745889902114868e-02,6.921246182173490524e-03,6.519543007016181946e-03,2.596215158700942993e-02,6.815477274358272552e-03,3.555898554623126984e-03,6.264532916247844696e-03,7.138931658118963242e-03
1.990696638822555542e-01,2.553412690758705139e-02,9.441691040992736816e-01,1.922362111508846283e-02,8.502881042659282684e-03,1.390866935253143311e-02,7.613125722855329514e-03,5.205864831805229187e-02,2.377769676968455315e-03,2.397201396524906158e-02,1.148945465683937073e-02,8.859522640705108643e-03,1.370043959468603134e-02,6.184370722621679306e-03,2.277962397783994675e-03,6.851191166788339615e-03,3.803394036367535591e-03
