9.939663410186767578e-01,4.744641482830047607e-03,6.516183167695999146e-02,7.206112612038850784e-03
9.935815334320068359e-01,4.545936826616525650e-03,6.599888205528259277e-02,7.406792137771844864e-03
9.815775752067565918e-01,1.099846139550209045e-02,3.497085869312286377e-01,8.329891599714756012e-03
9.923456311225891113e-01,6.292486563324928284e-03,1.123557612299919128e-01,9.238676168024539948e-03
9.810571670532226562e-01,1.412026211619377136e-02,1.955682188272476196e-01,4.604940768331289291e-03
9.937214851379394531e-01,4.770492669194936752e-03,3.216091170907020569e-02,6.848796736449003220e-03
9.872313141822814941e-01,7.026392500847578049e-03,1.232954952865839005e-02,1.614282093942165375e-02
9.767374396324157715e-01,5.777186248451471329e-03,4.744376987218856812e-02,6.907045841217041016e-03
9.804486632347106934e-01,7.774468511343002319e-03,1.894195191562175751e-02,1.666989363729953766e-02
9.928448796272277832e-01,4.110659472644329071e-03,5.574298277497291565e-02,9.301124140620231628e-03
9.851911664009094238e-01,1.147500332444906235e-02,1.736257821321487427e-01,6.492297630757093430e-03
9.768243432044982910e-01,1.423536054790019989e-02,5.596116781234741211e-01,1.203262805938720703e-02
9.724388122558593750e-01,1.764104887843132019e-02,6.241149902343750000e-01,1.458108518272638321e-02
9.797086119651794434e-01,6.783249787986278534e-03,1.928319968283176422e-02,7.514498662203550339e-03
9.919409751892089844e-01,6.186099722981452942e-03,3.177378699183464050e-02,4.866313189268112183e-03
9.925334453582763672e-01,5.133341532200574875e-03,3.278075158596038818e-02,5.933121778070926666e-03
9.893534183502197266e-01,6.064919289201498032e-03,2.307344079017639160e-01,9.320084936916828156e-03
9.841348528861999512e-01,7.325918879359960556e-03,1.008249819278717041e-01,4.965679254382848740e-03
9.915761351585388184e-01,5.544640123844146729e-03,5.124027654528617859e-02,5.402659997344017029e-03
9.858424067497253418e-01,8.699537254869937897e-03,2.587702572345733643e-01,7.278427481651306152e-03
9.858371019363403320e-01,8.473007939755916595e-03,4.162081182003021240e-01,1.223073434084653854e-02
4.191966354846954346e-02,9.814573526382446289e-01,2.916541509330272675e-02,2.547104842960834503e-02
9.928454756736755371e-01,4.240268375724554062e-03,1.959693804383277893e-02,7.843504659831523895e-03
9.918022751808166504e-01,7.229169365018606186e-03,6.943389773368835449e-02,5.008014384657144547e-03
9.790664315223693848e-01,1.157064177095890045e-02,4.273727238178253174e-01,1.130300667136907578e-02
9.932885766029357910e-01,3.962386865168809891e-03,2.030369825661182404e-02,9.105566889047622681e-03
9.862891435623168945e-01,8.088952861726284027e-03,3.624879941344261169e-02,6.165105383843183517e-03
9.857696294784545898e-01,9.610015898942947388e-03,1.347717922180891037e-02,6.000591441988945007e-03
9.919878244400024414e-01,6.856746971607208252e-03,1.132362410426139832e-01,6.280848290771245956e-03
1.455570757389068604e-01,1.721727848052978516e-01,3.583240509033203125e-02,1.787862777709960938e-01
9.719213843345642090e-01,1.481054443866014481e-02,3.474070727825164795e-01,6.512221414595842361e-03
9.859648942947387695e-01,1.091913878917694092e-02,3.929222747683525085e-02,4.246348980814218521e-03
1.791018806397914886e-02,8.664695620536804199e-01,4.665841907262802124e-02,6.720483303070068359e-01
9.859493374824523926e-01,9.705671109259128571e-03,4.435019567608833313e-02,3.756992984563112259e-03
9.903159737586975098e-01,6.766058504581451416e-03,2.150619029998779297e-01,7.452068384736776352e-03
9.929273724555969238e-01,5.247219931334257126e-03,2.500149421393871307e-02,5.517533048987388611e-03
9.897521734237670898e-01,5.051401443779468536e-03,1.843989081680774689e-02,1.094144489616155624e-02
9.845098853111267090e-01,8.741858415305614471e-03,4.873769357800483704e-02,3.778463695198297501e-03
7.057670354843139648e-01,1.077305227518081665e-01,5.414397716522216797e-01,1.115609519183635712e-02
9.821209311485290527e-01,8.007390424609184265e-03,1.274772081524133682e-02,7.443343754857778549e-03
9.810332059860229492e-01,1.425066497176885605e-02,5.613128542900085449e-01,1.419633533805608749e-02
9.916647076606750488e-01,5.376416724175214767e-03,3.815086930990219116e-02,5.351636093109846115e-03
9.913465380668640137e-01,5.933355074375867844e-03,2.528334036469459534e-02,4.696829244494438171e-03
9.907760024070739746e-01,5.194510798901319504e-03,1.952656358480453491e-02,5.930653307586908340e-03
4.205302149057388306e-02,9.775357842445373535e-01,2.362910471856594086e-02,3.297150135040283203e-02
3.908324241638183594e-02,9.812017679214477539e-01,2.833837457001209259e-02,2.914021164178848267e-02
4.221411794424057007e-02,9.797691106796264648e-01,2.452251873910427094e-02,3.044726327061653137e-02
4.239583387970924377e-02,9.769327640533447266e-01,2.379994094371795654e-02,3.142251819372177124e-02
2.540369704365730286e-02,8.018373250961303711e-01,4.457593336701393127e-02,8.418163061141967773e-01
4.153443127870559692e-02,9.788823723793029785e-01,2.382429689168930054e-02,3.327684849500656128e-02
5.907841026782989502e-02,9.754426479339599609e-01,2.609889209270477295e-02,2.145067043602466583e-02
9.805723428726196289e-01,9.679513983428478241e-03,1.813344657421112061e-02,3.587012644857168198e-03
3.601486980915069580e-02,9.793782830238342285e-01,2.597448974847793579e-02,3.443314507603645325e-02
4.021964222192764282e-02,9.771251678466796875e-01,2.326294407248497009e-02,3.566366434097290039e-02
5.421872735023498535e-01,2.263302803039550781e-01,8.431131839752197266e-01,2.056398242712020874e-02
9.801737070083618164e-01,9.950468316674232483e-03,5.009778738021850586e-01,1.497807912528514862e-02
9.787741303443908691e-01,1.226776745170354843e-02,5.519486069679260254e-01,1.463998109102249146e-02
9.639182090759277344e-01,1.701657101511955261e-02,7.307873964309692383e-01,2.276397123932838440e-02
7.470392584800720215e-01,1.365925073623657227e-01,9.559336900711059570e-01,5.729715526103973389e-02
9.101998209953308105e-01,4.396281763911247253e-02,8.858812451362609863e-01,3.124058619141578674e-02
2.595345675945281982e-01,9.011737108230590820e-01,2.935899421572685242e-02,6.230367347598075867e-03
9.902254939079284668e-01,6.278530228883028030e-03,2.809073776006698608e-02,5.254201125353574753e-03
9.406411051750183105e-01,2.079370990395545959e-02,6.901674866676330566e-01,1.877581141889095306e-02
1.490817666053771973e-01,3.682616725564002991e-02,6.453260034322738647e-02,9.604582786560058594e-01
1.096690297126770020e-01,5.428738147020339966e-02,5.801882222294807434e-02,9.639430046081542969e-01
4.015047252178192139e-01,1.476865634322166443e-02,6.168081611394882202e-02,9.156228899955749512e-01
9.562471508979797363e-02,5.986147001385688782e-02,6.076773628592491150e-02,9.646890759468078613e-01
1.068212538957595825e-01,5.249170213937759399e-02,6.274739652872085571e-02,9.646595716476440430e-01
2.141013592481613159e-01,2.864762581884860992e-02,5.391812697052955627e-02,9.491005539894104004e-01
1.037786826491355896e-01,6.113452836871147156e-02,6.321807950735092163e-02,9.677070379257202148e-01
9.386880397796630859e-01,3.847895422950387001e-03,2.063858695328235626e-02,1.380382925271987915e-01
9.874818325042724609e-01,6.276953965425491333e-03,1.228725016117095947e-01,5.966962780803442001e-03
4.381544888019561768e-01,6.778530776500701904e-02,2.228449285030364990e-02,6.650115251541137695e-01
9.895424842834472656e-01,6.036685779690742493e-03,1.886119842529296875e-01,8.466988801956176758e-03
9.900027513504028320e-01,8.520365692675113678e-03,3.441676497459411621e-02,4.204742610454559326e-03
9.924975037574768066e-01,4.952159244567155838e-03,1.997966505587100983e-02,7.735329214483499527e-03
9.924518465995788574e-01,4.348692949861288071e-03,2.276015654206275940e-02,6.258432753384113312e-03
