8.216306567192077637e-01,7.394813299179077148e-01,1.338790263980627060e-02,5.691118165850639343e-02,4.360174015164375305e-02,8.340215682983398438e-01,3.158866241574287415e-02,3.991929069161415100e-02,3.054387867450714111e-01,1.976151764392852783e-02,2.016140334308147430e-02,1.523980125784873962e-02
7.878021001815795898e-01,6.344006657600402832e-01,1.079245004802942276e-02,2.698674499988555908e-01,4.159175325185060501e-03,4.551584273576736450e-02,1.783871836960315704e-02,3.366873366758227348e-03,4.988800361752510071e-02,1.339116599410772324e-02,1.574086956679821014e-02,1.095702312886714935e-02
9.785683751106262207e-01,4.511219859123229980e-01,3.933949396014213562e-03,1.010815352201461792e-01,6.490163970738649368e-03,1.745985820889472961e-02,6.308491341769695282e-03,5.768622737377882004e-03,3.887918591499328613e-02,7.692326791584491730e-03,8.186005055904388428e-03,7.174521218985319138e-03
6.288341879844665527e-01,3.776146844029426575e-02,4.180036112666130066e-02,4.337659105658531189e-02,1.176667027175426483e-02,6.186957657337188721e-02,7.680971175432205200e-02,3.073597513139247894e-02,9.294390082359313965e-01,1.806183718144893646e-02,9.900799021124839783e-03,1.266377419233322144e-02
7.303129434585571289e-01,9.390669465065002441e-01,1.424738392233848572e-02,1.113068386912345886e-01,4.761256277561187744e-03,1.680290699005126953e-02,1.908066309988498688e-02,9.592589922249317169e-03,1.367749273777008057e-01,8.255087770521640778e-03,1.671009510755538940e-02,8.606059476733207703e-03
6.465064883232116699e-01,9.424005746841430664e-01,4.619037732481956482e-02,7.474186420440673828e-01,7.155428081750869751e-02,9.251438975334167480e-01,4.687117412686347961e-02,8.472998142242431641e-01,2.845880687236785889e-01,1.359187811613082886e-01,1.573534011840820312e-01,7.259243726730346680e-02
9.281387329101562500e-01,7.407370489090681076e-03,1.140128914266824722e-02,7.226415723562240601e-02,5.183195229619741440e-03,5.530035123229026794e-03,2.113168127834796906e-02,1.804594509303569794e-02,5.605327337980270386e-02,1.943921111524105072e-02,1.955750631168484688e-03,4.627853166311979294e-03
9.695036411285400391e-01,2.545292675495147705e-02,2.448394708335399628e-02,9.553471207618713379e-01,6.783571094274520874e-03,4.564866051077842712e-02,2.457469329237937927e-02,2.392844669520854950e-02,5.838702619075775146e-02,1.732345856726169586e-02,7.970466278493404388e-03,1.715054176747798920e-02
9.510502815246582031e-01,2.472822554409503937e-02,6.951319053769111633e-03,9.454060345888137817e-02,5.641258321702480316e-03,4.724711552262306213e-02,7.146580144762992859e-03,2.838011132553219795e-03,2.686007134616374969e-02,2.081621810793876648e-02,2.541971625760197639e-03,3.599373390898108482e-03
8.765833377838134766e-01,1.219811141490936279e-01,4.557302966713905334e-02,4.480466544628143311e-01,7.988112047314643860e-03,2.515316568315029144e-02,3.611569702625274658e-01,8.446728810667991638e-03,1.202351599931716919e-01,1.841178722679615021e-02,1.119591668248176575e-02,4.731022939085960388e-02
9.829909801483154297e-01,9.067325852811336517e-03,4.550742451101541519e-03,8.870721794664859772e-03,3.732835128903388977e-02,6.863836664706468582e-03,1.283323578536510468e-02,4.634262528270483017e-03,1.097410079091787338e-02,1.025930140167474747e-02,2.585997106507420540e-03,4.930097609758377075e-03
9.864186644554138184e-01,1.137406751513481140e-02,6.123912520706653595e-03,2.282608300447463989e-02,2.167964167892932892e-02,7.256028708070516586e-03,1.958031021058559418e-02,4.109892062842845917e-03,9.525755420327186584e-03,1.257911976426839828e-02,3.103231079876422882e-03,8.855319581925868988e-03
9.913186430931091309e-01,1.352829206734895706e-02,6.113033741712570190e-03,1.396443322300910950e-02,3.017081320285797119e-02,1.396891847252845764e-02,1.653596945106983185e-02,1.201591826975345612e-02,3.849973529577255249e-02,6.045372691005468369e-03,2.883646404370665550e-03,6.151039153337478638e-03
6.146162152290344238e-01,8.799991011619567871e-01,4.487323760986328125e-02,4.112191498279571533e-01,8.079074323177337646e-02,8.822194337844848633e-01,6.494810432195663452e-02,9.460277557373046875e-01,6.602150797843933105e-01,6.405226886272430420e-02,6.998012214899063110e-02,4.647902026772499084e-02
9.881073832511901855e-01,1.048234757035970688e-02,7.064865436404943466e-03,7.257509231567382812e-02,7.461501285433769226e-03,1.019835285842418671e-02,1.587756164371967316e-02,5.801673978567123413e-03,1.745858974754810333e-02,8.288078010082244873e-03,3.445201786234974861e-03,5.738152191042900085e-03
9.672248959541320801e-01,3.414811193943023682e-02,1.213360577821731567e-02,4.282626789063215256e-03,6.577721834182739258e-01,4.399826005101203918e-02,2.346855774521827698e-02,3.500813245773315430e-02,6.770276278257369995e-02,4.465097561478614807e-03,4.136137664318084717e-03,1.355000864714384079e-02
9.904748797416687012e-01,1.017248779535293579e-01,3.944661002606153488e-03,1.816356740891933441e-02,2.215963229537010193e-02,1.636523194611072540e-02,9.300254285335540771e-03,5.880664568394422531e-03,5.739950388669967651e-02,8.623840287327766418e-03,2.385025611147284508e-03,4.838542081415653229e-03
8.641803264617919922e-01,1.300795972347259521e-01,5.244831554591655731e-03,2.452819049358367920e-01,2.221212955191731453e-03,2.780533209443092346e-02,1.223330385982990265e-02,4.328689537942409515e-03,7.008225470781326294e-02,9.670554660260677338e-03,6.398740690201520920e-03,3.611331339925527573e-03
9.871751666069030762e-01,8.608756586909294128e-03,5.352706648409366608e-03,1.904637366533279419e-02,1.675979234278202057e-02,7.764418143779039383e-03,1.360035687685012817e-02,5.620664916932582855e-03,1.472317613661289215e-02,9.556068107485771179e-03,3.197686048224568367e-03,5.153766833245754242e-03
9.405277967453002930e-01,3.794994670897722244e-03,9.224645793437957764e-03,4.869999364018440247e-02,2.077311128377914429e-01,1.230195723474025726e-02,1.548959221690893173e-02,1.136341784149408340e-02,5.174970254302024841e-03,4.522625729441642761e-02,3.147252136841416359e-03,1.288897264748811722e-02
9.507893323898315430e-01,4.530119244009256363e-03,8.155849575996398926e-02,6.683006137609481812e-02,5.225128307938575745e-02,9.782449342310428619e-03,3.096801601350307465e-02,1.796912215650081635e-02,4.439141228795051575e-02,1.735468022525310516e-02,2.698139986023306847e-03,1.220584940165281296e-02
9.885652661323547363e-01,2.247276604175567627e-01,6.355136632919311523e-03,1.995821148157119751e-01,6.040784530341625214e-03,2.810941264033317566e-02,1.186953485012054443e-02,1.680960506200790405e-02,5.417329818010330200e-02,6.687337532639503479e-03,4.823890049010515213e-03,9.041992947459220886e-03
6.961488723754882812e-01,3.353091180324554443e-01,5.072872154414653778e-03,4.242779016494750977e-01,8.195262402296066284e-03,4.103425890207290649e-02,8.304488845169544220e-03,1.348928268998861313e-02,1.839145720005035400e-01,3.279157681390643120e-03,1.269849110394716263e-02,8.452793583273887634e-03
