2.555675208568572998e-01,4.567988961935043335e-02,3.507638573646545410e-01,7.947747595608234406e-03
4.183544963598251343e-02,9.587138295173645020e-01,9.454643353819847107e-03,5.951610952615737915e-02
9.638784527778625488e-01,8.237571269273757935e-02,1.843869127333164215e-02,2.996535599231719971e-02
4.097459614276885986e-01,3.245288729667663574e-01,5.954568274319171906e-03,1.488139927387237549e-01
5.051544308662414551e-01,7.374173402786254883e-01,5.403449293226003647e-03,2.045562490820884705e-02
9.350485801696777344e-01,5.158377438783645630e-02,1.252966653555631638e-02,1.148682013154029846e-01
9.777445197105407715e-01,3.968428820371627808e-02,2.411534264683723450e-02,6.333888322114944458e-02
3.098495304584503174e-01,7.089024782180786133e-01,5.015545524656772614e-03,1.027565598487854004e-01
8.324143886566162109e-01,3.141364157199859619e-01,1.118235848844051361e-02,1.330163981765508652e-02
9.760801196098327637e-01,4.352762550115585327e-02,3.417277708649635315e-02,3.403529897332191467e-02
1.680988632142543793e-02,9.882798194885253906e-01,2.383641898632049561e-02,2.173732407391071320e-02
1.044965162873268127e-02,9.640417098999023438e-01,2.661658450961112976e-02,3.396730870008468628e-02
5.070637539029121399e-02,9.724678397178649902e-01,9.489965625107288361e-03,4.144535958766937256e-02
2.965560369193553925e-02,9.814607501029968262e-01,1.290133129805326462e-02,4.235615581274032593e-02
2.942601032555103302e-02,9.839243888854980469e-01,1.489440165460109711e-02,2.677452005445957184e-02
2.982965670526027679e-02,9.780325889587402344e-01,1.307777408510446548e-02,2.280796505510807037e-02
1.109028384089469910e-01,8.139520883560180664e-01,6.756921764463186264e-03,7.754387706518173218e-02
1.115939393639564514e-02,1.305671483278274536e-01,9.137369990348815918e-01,3.119670040905475616e-02
1.941718719899654388e-02,9.848338365554809570e-01,1.735472865402698517e-02,3.321280702948570251e-02
1.353900432586669922e-01,9.068686962127685547e-01,7.495111320167779922e-03,1.979849487543106079e-02
2.308999560773372650e-02,9.767675995826721191e-01,1.493791304528713226e-02,5.006232485175132751e-02
2.573930844664573669e-02,9.827538728713989258e-01,1.452507078647613525e-02,3.965150192379951477e-02
2.327281795442104340e-02,9.816417694091796875e-01,1.509234774857759476e-02,4.141675680875778198e-02
1.575602963566780090e-02,9.798951745033264160e-01,1.916700042784214020e-02,3.355563059449195862e-02
2.289766445755958557e-02,9.862676858901977539e-01,1.696194149553775787e-02,3.552556410431861877e-02
2.176963351666927338e-02,9.856271743774414062e-01,1.668111421167850494e-02,3.163278475403785706e-02
2.039209567010402679e-02,9.836587309837341309e-01,1.564460434019565582e-02,3.404779359698295593e-02
3.277743235230445862e-02,9.725728631019592285e-01,1.151693984866142273e-02,4.830719158053398132e-02
2.222153171896934509e-02,9.804899096488952637e-01,1.542262639850378036e-02,4.616464301943778992e-02
2.227230742573738098e-02,9.613317847251892090e-01,1.680445857346057892e-02,6.690673530101776123e-02
2.842305973172187805e-02,9.676192998886108398e-01,1.508837938308715820e-02,1.795048452913761139e-02
2.641582861542701721e-02,5.308728292584419250e-02,9.641678929328918457e-01,4.099109023809432983e-02
1.251339912414550781e-02,9.554668068885803223e-01,2.389755286276340485e-02,3.725410997867584229e-02
2.296391874551773071e-02,1.069469451904296875e-01,1.995180696249008179e-01,5.045166611671447754e-01
1.130412518978118896e-02,7.915487140417098999e-02,5.729609131813049316e-01,1.397637277841567993e-01
1.896975561976432800e-02,3.193824738264083862e-02,7.529469728469848633e-01,2.189160734415054321e-01
3.339461982250213623e-02,3.794810771942138672e-01,4.037624597549438477e-02,2.988553047180175781e-01
5.606913939118385315e-03,9.690863490104675293e-01,9.666196256875991821e-02,2.231418155133724213e-02
8.220063149929046631e-02,3.440646454691886902e-02,9.648281931877136230e-01,4.289063438773155212e-02
