2.711653709411621094e-01,4.569510221481323242e-01,1.311959177255630493e-01,8.309637755155563354e-02,2.699528262019157410e-02,4.555388167500495911e-02
9.747812747955322266e-01,5.275199934840202332e-02,2.476998232305049896e-02,4.179544374346733093e-02,3.503942862153053284e-02,1.503752823919057846e-02
9.240711331367492676e-01,1.666908115148544312e-01,2.181141264736652374e-02,1.785372942686080933e-02,3.991213068366050720e-02,2.635049447417259216e-02
9.714184403419494629e-01,3.464540094137191772e-02,5.515570938587188721e-02,3.513100743293762207e-02,2.731987461447715759e-02,9.872707538306713104e-03
9.414500594139099121e-01,2.033351548016071320e-02,2.787979543209075928e-01,3.766315057873725891e-02,1.406531967222690582e-02,9.878760203719139099e-03
9.652810692787170410e-01,4.915301129221916199e-02,4.248429462313652039e-02,2.236207015812397003e-02,2.280439436435699463e-02,1.283935643732547760e-02
3.238935470581054688e-01,1.437603831291198730e-01,9.823475778102874756e-02,7.357680797576904297e-02,7.217225432395935059e-02,8.963341712951660156e-01
9.597799181938171387e-01,7.200281322002410889e-02,3.394440561532974243e-02,2.349024266004562378e-02,3.507170453667640686e-02,1.010668836534023285e-02
6.094551086425781250e-01,4.885064810514450073e-02,1.122069284319877625e-01,7.483050972223281860e-02,4.739668965339660645e-02,8.800823688507080078e-01
9.601794481277465820e-01,7.884742319583892822e-02,2.425798214972019196e-02,2.648116089403629303e-02,4.035039618611335754e-02,1.740963943302631378e-02
8.379178047180175781e-01,2.998767048120498657e-02,6.432294845581054688e-01,3.829052299261093140e-02,2.522063441574573517e-02,2.032947912812232971e-02
7.030758857727050781e-01,5.350976809859275818e-02,3.828305006027221680e-01,3.850737959146499634e-02,1.662706770002841949e-02,8.455655537545681000e-03
9.662980437278747559e-01,4.739660397171974182e-02,3.288188949227333069e-02,6.127328053116798401e-02,3.499533608555793762e-02,1.879965141415596008e-02
9.724226593971252441e-01,3.652987256646156311e-02,4.233941808342933655e-02,3.513968735933303833e-02,2.405714616179466248e-02,1.161389146000146866e-02
8.723577857017517090e-01,5.881433188915252686e-02,1.357302367687225342e-01,7.290373742580413818e-02,2.142196148633956909e-02,1.332780066877603531e-02
9.708476066589355469e-01,4.165772721171379089e-02,3.578641265630722046e-02,4.708466678857803345e-02,3.080414421856403351e-02,1.570889912545681000e-02
8.706673979759216309e-01,7.993121445178985596e-02,1.544526517391204834e-01,4.859876260161399841e-02,1.240101829171180725e-02,1.824161224067211151e-02
9.486645460128784180e-01,6.040151789784431458e-02,4.126905277371406555e-02,2.044859156012535095e-02,2.462679892778396606e-02,8.332487195730209351e-03
9.410845041275024414e-01,8.850227296352386475e-02,2.938064560294151306e-02,2.595429681241512299e-02,2.199313230812549591e-02,1.053746510297060013e-02
9.606256484985351562e-01,5.951144918799400330e-02,3.453204408288002014e-02,2.537127025425434113e-02,2.608055435121059418e-02,1.068569440394639969e-02
9.617239236831665039e-01,3.449998423457145691e-02,7.035782188177108765e-02,3.791311755776405334e-02,2.199986390769481659e-02,1.801876910030841827e-02
6.918360590934753418e-01,4.450308084487915039e-01,4.620405659079551697e-02,1.650444604456424713e-02,3.674139082431793213e-02,1.590978726744651794e-02
9.559264183044433594e-01,1.088704317808151245e-01,2.084146440029144287e-02,4.152605310082435608e-02,6.032414361834526062e-02,1.122114155441522598e-02
9.726570844650268555e-01,5.783823132514953613e-02,2.265305630862712860e-02,4.020765051245689392e-02,3.003841638565063477e-02,1.709912903606891632e-02
8.108976483345031738e-01,3.477678447961807251e-02,7.059220075607299805e-01,4.376925528049468994e-02,3.407382965087890625e-02,1.026732753962278366e-02
7.241957783699035645e-01,7.427470386028289795e-02,4.206936806440353394e-02,4.421915858983993530e-02,2.223135717213153839e-02,6.331329941749572754e-01
8.765684962272644043e-01,2.649847418069839478e-02,6.020246744155883789e-01,3.916214033961296082e-02,2.660101652145385742e-02,1.243567839264869690e-02
8.293366432189941406e-01,3.728416189551353455e-02,2.599993944168090820e-01,1.844570785760879517e-02,1.398804411292076111e-02,1.407469902187585831e-02
7.765868306159973145e-01,5.030109286308288574e-01,2.598487213253974915e-02,1.921935938298702240e-02,3.652592003345489502e-02,1.880968548357486725e-02
8.366198539733886719e-01,9.257534146308898926e-02,7.249968498945236206e-02,6.911525875329971313e-02,3.139775246381759644e-02,3.049388341605663300e-02
9.672700762748718262e-01,4.997184500098228455e-02,2.986724115908145905e-02,3.609555214643478394e-02,2.984707616269588470e-02,1.233210973441600800e-02
9.655786156654357910e-01,4.700648784637451172e-02,3.250944241881370544e-02,3.069891966879367828e-02,2.301016077399253845e-02,1.531964074820280075e-02
5.024814009666442871e-01,4.361558854579925537e-01,4.870011284947395325e-02,1.338617224246263504e-02,1.770178228616714478e-02,4.076716676354408264e-02
9.693437814712524414e-01,6.452389061450958252e-02,2.425236627459526062e-02,4.150361567735671997e-02,5.729049444198608398e-02,2.136694826185703278e-02
3.510322272777557373e-01,4.848264157772064209e-01,4.244087636470794678e-02,1.978706382215023041e-02,1.684045977890491486e-02,1.457635611295700073e-01
8.713790178298950195e-01,3.993048071861267090e-01,1.905493065714836121e-02,2.457378990948200226e-02,2.259380742907524109e-02,1.472248509526252747e-02
6.182666420936584473e-01,1.371075958013534546e-01,1.047008559107780457e-01,1.384556852281093597e-02,6.337389815598726273e-03,3.720874339342117310e-02
9.743418693542480469e-01,2.963854745030403137e-02,6.117578595876693726e-02,3.640864789485931396e-02,2.704518288373947144e-02,1.562076341360807419e-02
2.244511842727661133e-01,8.977263569831848145e-01,8.590044081211090088e-02,5.858799815177917480e-02,4.362263530492782593e-02,7.019072026014328003e-02
8.989914655685424805e-01,1.390769630670547485e-01,4.883973300457000732e-02,2.158981934189796448e-02,1.142270490527153015e-02,1.767752133309841156e-02
9.532692432403564453e-01,1.478021442890167236e-01,2.178882434964179993e-02,2.497027628123760223e-02,3.178827092051506042e-02,1.132667995989322662e-02
4.422592818737030029e-01,6.126597523689270020e-01,1.230279430747032166e-01,1.612307317554950714e-02,1.823367737233638763e-02,1.580343209207057953e-02
