6.134522557258605957e-01,5.035166740417480469e-01,1.700117290019989014e-01
1.947079896926879883e-01,7.572309374809265137e-01,6.565621495246887207e-01
3.217939734458923340e-01,7.355231046676635742e-01,1.433944851160049438e-01
6.159531474113464355e-01,4.782696068286895752e-01,1.782564967870712280e-01
4.239352643489837646e-01,8.244172334671020508e-01,9.498967975378036499e-02
6.458309292793273926e-01,4.719421267509460449e-01,1.786320954561233521e-01
6.083807945251464844e-01,5.117496252059936523e-01,1.642398387193679810e-01
6.406074166297912598e-01,4.797544777393341064e-01,1.700725406408309937e-01
6.428220868110656738e-01,4.608053863048553467e-01,1.867268234491348267e-01
3.293378055095672607e-01,5.114772319793701172e-01,3.224666118621826172e-01
5.171298980712890625e-01,6.707309484481811523e-01,1.021399945020675659e-01
5.942608714103698730e-01,5.173259973526000977e-01,1.727238148450851440e-01
2.324198484420776367e-01,8.586052656173706055e-01,1.525875627994537354e-01
1.685588210821151733e-01,8.559429645538330078e-01,1.294299960136413574e-01
2.570982873439788818e-01,8.667804002761840820e-01,1.183376312255859375e-01
6.257371306419372559e-01,4.659554064273834229e-01,1.878366172313690186e-01
4.865531921386718750e-01,6.750944852828979492e-01,1.114268749952316284e-01
2.963232398033142090e-01,7.987161278724670410e-01,9.458966553211212158e-02
6.183235049247741699e-01,5.355712771415710449e-01,1.449836194515228271e-01
5.683941245079040527e-01,6.127493977546691895e-01,1.274596452713012695e-01
3.963617384433746338e-01,7.124269604682922363e-01,1.022766679525375366e-01
2.474641203880310059e-01,6.252025961875915527e-01,8.108600974082946777e-01
6.228881478309631348e-01,5.568163990974426270e-01,1.500961184501647949e-01
6.113618016242980957e-01,5.325234532356262207e-01,1.446405649185180664e-01
2.598655521869659424e-01,8.850320577621459961e-01,1.006249412894248962e-01
5.708565711975097656e-01,6.056757569313049316e-01,1.321160346269607544e-01
5.531473159790039062e-01,6.633313894271850586e-01,1.149915158748626709e-01
2.395934015512466431e-01,5.896525382995605469e-01,7.988873720169067383e-01
2.319198101758956909e-01,6.219628453254699707e-01,7.930803298950195312e-01
2.212773114442825317e-01,6.220247745513916016e-01,7.867602705955505371e-01
2.237240672111511230e-01,6.276389360427856445e-01,7.755427956581115723e-01
2.119756489992141724e-01,6.226196885108947754e-01,7.412720918655395508e-01
6.228516101837158203e-01,4.885517954826354980e-01,1.816445738077163696e-01
1.692023873329162598e-01,7.951421141624450684e-01,6.159369349479675293e-01
6.155871152877807617e-01,5.265610218048095703e-01,1.681483536958694458e-01
2.244274020195007324e-01,8.934550285339355469e-01,1.790775060653686523e-01
6.287736296653747559e-01,4.853027760982513428e-01,1.632135808467864990e-01
3.289293646812438965e-01,7.594015598297119141e-01,1.133807003498077393e-01
6.192250251770019531e-01,4.819756448268890381e-01,1.849640905857086182e-01
6.266943216323852539e-01,5.438641309738159180e-01,1.586025655269622803e-01
2.963932156562805176e-01,8.289723396301269531e-01,9.429736435413360596e-02
6.221822500228881836e-01,5.663332939147949219e-01,1.487232297658920288e-01
