9.629961848258972168e-01,2.158400565385818481e-01
9.808461070060729980e-01,1.378778219223022461e-01
9.712357521057128906e-01,2.791326642036437988e-01
9.543957710266113281e-01,2.873824834823608398e-01
9.523372054100036621e-01,3.571715354919433594e-01
9.564010500907897949e-01,3.557850122451782227e-01
9.531226754188537598e-01,2.138572037220001221e-01
9.729986786842346191e-01,1.034432649612426758e-01
9.478103518486022949e-01,1.443500518798828125e-01
9.806087613105773926e-01,1.387726664543151855e-01
9.069798588752746582e-01,8.768162876367568970e-02
9.153268337249755859e-01,8.977679163217544556e-02
9.677956700325012207e-01,2.902003228664398193e-01
9.692565202713012695e-01,1.524362862110137939e-01
9.531517028808593750e-01,8.818375319242477417e-02
9.673836231231689453e-01,8.609567582607269287e-02
9.723686575889587402e-01,2.389763146638870239e-01
9.134052395820617676e-01,3.578991591930389404e-01
9.742789268493652344e-01,8.361677080392837524e-02
9.221745729446411133e-01,2.014920264482498169e-01
9.072102904319763184e-01,3.126527070999145508e-01
8.956035375595092773e-01,2.680455446243286133e-01
7.517642378807067871e-01,3.822113871574401855e-01
5.383864641189575195e-01,5.294284820556640625e-01
6.790694594383239746e-01,4.312469065189361572e-01
9.742980599403381348e-01,1.205363944172859192e-01
9.758591055870056152e-01,1.784584373235702515e-01
9.180033206939697266e-01,2.720521688461303711e-01
9.436710476875305176e-01,3.734626770019531250e-01
9.647691845893859863e-01,3.084146678447723389e-01
7.396125197410583496e-01,5.501235723495483398e-01
9.803261756896972656e-01,1.214427724480628967e-01
9.239820241928100586e-01,3.299744427204132080e-01
9.621143937110900879e-01,2.408541738986968994e-01
9.789959192276000977e-01,1.501471847295761108e-01
9.797050356864929199e-01,1.462996602058410645e-01
9.546685814857482910e-01,2.083774805068969727e-01
9.690800905227661133e-01,2.756406366825103760e-01
9.140349626541137695e-01,2.625682950019836426e-01
8.705675601959228516e-01,1.018989533185958862e-01
9.801802635192871094e-01,1.470794230699539185e-01
9.676360487937927246e-01,2.798311114311218262e-01
9.765890836715698242e-01,1.245017945766448975e-01
8.774817585945129395e-01,1.414673328399658203e-01
9.698718786239624023e-01,2.125413417816162109e-01
9.816563725471496582e-01,1.308819055557250977e-01
9.722703099250793457e-01,7.922587543725967407e-02
9.451711773872375488e-01,4.060691893100738525e-01
9.800004959106445312e-01,1.075944155454635620e-01
9.683167338371276855e-01,9.567283838987350464e-02
9.749091863632202148e-01,1.843637079000473022e-01
9.344835281372070312e-01,2.816959619522094727e-01
8.063511252403259277e-01,2.173453271389007568e-01
9.702006578445434570e-01,9.766856580972671509e-02
9.698333144187927246e-01,1.897694617509841919e-01
9.752601981163024902e-01,2.204976230859756470e-01
9.709634780883789062e-01,2.417727410793304443e-01
9.774242639541625977e-01,1.677588820457458496e-01
9.735499620437622070e-01,1.029082685708999634e-01
9.750321507453918457e-01,9.487980604171752930e-02
3.843899369239807129e-01,6.909561753273010254e-01
8.322665095329284668e-01,4.023929536342620850e-01
9.777873754501342773e-01,1.025241389870643616e-01
6.209247708320617676e-01,4.144581556320190430e-01
9.801942110061645508e-01,9.912341088056564331e-02
9.708073139190673828e-01,1.710484027862548828e-01
8.879064321517944336e-01,3.414712250232696533e-01
9.800735116004943848e-01,1.716419607400894165e-01
9.759135246276855469e-01,1.751910299062728882e-01
9.721035361289978027e-01,2.468642145395278931e-01
5.407960414886474609e-01,5.928691029548645020e-01
9.787681698799133301e-01,1.643724143505096436e-01
9.713294506072998047e-01,1.474646776914596558e-01
9.780240058898925781e-01,1.211548373103141785e-01
8.690416812896728516e-01,1.464880108833312988e-01
9.788763523101806641e-01,1.747838109731674194e-01
9.740812182426452637e-01,1.015463247895240784e-01
9.727747440338134766e-01,2.543922960758209229e-01
9.668112993240356445e-01,1.383138746023178101e-01
9.781076312065124512e-01,1.610075682401657104e-01
9.666295051574707031e-01,2.856869101524353027e-01
9.687937498092651367e-01,2.778716981410980225e-01
9.736539125442504883e-01,8.650589734315872192e-02
7.964894175529479980e-01,3.489838242530822754e-01
6.128033995628356934e-01,5.380098819732666016e-01
6.537401676177978516e-01,4.272311329841613770e-01
9.737066030502319336e-01,1.604558676481246948e-01
