9.879676699638366699e-01,1.547177974134683609e-02,2.525303512811660767e-02
9.904755949974060059e-01,1.093116030097007751e-02,3.050340153276920319e-02
4.301654696464538574e-01,8.723497986793518066e-01,2.325839400291442871e-01
4.351976215839385986e-01,5.496845245361328125e-01,7.711018919944763184e-01
9.883537292480468750e-01,1.209216844290494919e-02,3.417909145355224609e-02
9.885269403457641602e-01,1.240405533462762833e-02,2.895800583064556122e-02
9.852104783058166504e-01,1.342838164418935776e-02,3.666489198803901672e-02
9.889838099479675293e-01,1.067566312849521637e-02,3.888815641403198242e-02
7.812903523445129395e-01,2.736293673515319824e-01,4.450985789299011230e-01
9.815358519554138184e-01,3.979513421654701233e-02,5.227234959602355957e-02
9.573163390159606934e-01,1.035780087113380432e-01,1.450910568237304688e-01
5.871623754501342773e-01,5.934366583824157715e-01,4.204311966896057129e-01
3.669651746749877930e-01,8.786332011222839355e-01,2.595615386962890625e-01
9.790728688240051270e-01,4.442320019006729126e-02,7.594418525695800781e-02
9.885033965110778809e-01,1.409720163792371750e-02,2.874077670276165009e-02
4.647243320941925049e-01,7.348390221595764160e-01,4.389987587928771973e-01
8.918427824974060059e-01,1.564544290304183960e-01,3.350191712379455566e-01
6.385959386825561523e-01,6.402370929718017578e-01,3.446237742900848389e-01
9.808881878852844238e-01,7.181754708290100098e-02,3.885057568550109863e-02
9.782652854919433594e-01,5.664391815662384033e-02,2.916517853736877441e-02
6.920357942581176758e-01,5.705011487007141113e-01,3.522211015224456787e-01
1.628767699003219604e-01,9.598875641822814941e-01,1.554554998874664307e-01
1.995141655206680298e-01,9.547933340072631836e-01,1.395522058010101318e-01
5.234720110893249512e-01,6.271970868110656738e-01,4.931515157222747803e-01
2.151706069707870483e-01,9.535866379737854004e-01,1.288096457719802856e-01
5.000367164611816406e-01,9.186763167381286621e-01,7.674040645360946655e-02
2.421638965606689453e-01,9.530154466629028320e-01,1.247799694538116455e-01
1.873608082532882690e-01,9.578745961189270020e-01,1.589538156986236572e-01
1.552163213491439819e-01,9.583882093429565430e-01,1.899051219224929810e-01
9.457039833068847656e-01,3.425129503011703491e-02,3.018553555011749268e-01
9.903566241264343262e-01,1.516285166144371033e-02,3.766408562660217285e-02
9.890660047531127930e-01,1.448839437216520309e-02,3.290256857872009277e-02
9.850934743881225586e-01,1.153395511209964752e-02,9.169016778469085693e-02
9.892704486846923828e-01,1.001592911779880524e-02,3.666308149695396423e-02
6.995224952697753906e-01,4.506676197052001953e-01,4.607443809509277344e-01
8.967668414115905762e-01,7.505647093057632446e-02,4.655782282352447510e-01
9.856197834014892578e-01,1.824805326759815216e-02,2.418990992009639740e-02
9.884444475173950195e-01,1.486110780388116837e-02,3.148240968585014343e-02
9.873445034027099609e-01,2.518327906727790833e-02,4.183184728026390076e-02
9.888101220130920410e-01,1.803635805845260620e-02,2.268664911389350891e-02
9.880487322807312012e-01,1.240760087966918945e-02,2.578585222363471985e-02
9.882479310035705566e-01,1.078417524695396423e-02,5.728904157876968384e-02
9.899145364761352539e-01,1.059355959296226501e-02,2.788334712386131287e-02
9.893676638603210449e-01,1.275003049522638321e-02,2.339438907802104950e-02
9.876115918159484863e-01,1.249392889440059662e-02,2.956569567322731018e-02
9.888712763786315918e-01,1.112653966993093491e-02,3.791110217571258545e-02
9.881229996681213379e-01,1.218143384903669357e-02,2.523979730904102325e-02
9.897968173027038574e-01,1.326168421655893326e-02,3.362879529595375061e-02
9.897359609603881836e-01,1.897361688315868378e-02,2.652256377041339874e-02
9.895293116569519043e-01,1.062889769673347473e-02,3.274266421794891357e-02
2.188680022954940796e-01,9.364587068557739258e-01,1.606557071208953857e-01
9.885125160217285156e-01,1.161203533411026001e-02,3.123091533780097961e-02
9.855275154113769531e-01,2.093797922134399414e-02,2.680377662181854248e-02
9.713095426559448242e-01,5.679352581501007080e-02,9.878010302782058716e-02
9.897018671035766602e-01,1.423351373523473740e-02,2.298916876316070557e-02
9.902855753898620605e-01,1.313544996082782745e-02,3.916944190859794617e-02
9.863244891166687012e-01,1.335169933736324310e-02,2.582422643899917603e-02
9.888019561767578125e-01,1.270676311105489731e-02,2.559114620089530945e-02
9.890229701995849609e-01,1.142684090882539749e-02,2.904942259192466736e-02
9.896541237831115723e-01,1.092993281781673431e-02,3.264032676815986633e-02
9.892877340316772461e-01,1.166189461946487427e-02,2.627669088542461395e-02
9.842507839202880859e-01,1.420803926885128021e-02,1.150024011731147766e-01
6.664746403694152832e-01,6.957100033760070801e-01,1.775734275579452515e-01
9.890251755714416504e-01,1.150994468480348587e-02,5.169416964054107666e-02
9.883379340171813965e-01,1.247487589716911316e-02,2.912504039704799652e-02
8.118990659713745117e-01,6.139904260635375977e-01,7.856393605470657349e-02
9.814856648445129395e-01,3.298843279480934143e-02,7.778917253017425537e-02
9.845690727233886719e-01,1.326519623398780823e-02,3.278424590826034546e-02
4.995135068893432617e-01,9.078969955444335938e-01,7.840844988822937012e-02
9.875105619430541992e-01,1.514683105051517487e-02,2.430055849254131317e-02
9.894021749496459961e-01,1.098108850419521332e-02,2.581106126308441162e-02
9.895328283309936523e-01,1.125509478151798248e-02,3.277135640382766724e-02
9.847719073295593262e-01,1.742063835263252258e-02,2.873692102730274200e-02
9.856263995170593262e-01,1.613820903003215790e-02,8.029066771268844604e-02
9.890716075897216797e-01,1.173314917832612991e-02,2.360084280371665955e-02
9.804617166519165039e-01,2.494884654879570007e-02,7.661394029855728149e-02
9.895129799842834473e-01,1.217827294021844864e-02,3.248514607548713684e-02
9.892235994338989258e-01,1.192931178957223892e-02,2.392337284982204437e-02
7.522639632225036621e-01,3.733120858669281006e-01,3.689349591732025146e-01
9.897393584251403809e-01,1.068846229463815689e-02,2.738703042268753052e-02
9.889251589775085449e-01,1.257191412150859833e-02,3.243146091699600220e-02
9.780597090721130371e-01,6.887040287256240845e-02,2.343416027724742889e-02
4.837630391120910645e-01,9.000959396362304688e-01,1.008289903402328491e-01
9.873039126396179199e-01,1.253096479922533035e-02,2.811907418072223663e-02
9.906231760978698730e-01,1.584798656404018402e-02,2.407333813607692719e-02
9.884485602378845215e-01,1.715454459190368652e-02,2.642718143761157990e-02
9.901999831199645996e-01,1.376709528267383575e-02,2.468709088861942291e-02
7.945795655250549316e-01,2.899067997932434082e-01,4.015989005565643311e-01
9.896593689918518066e-01,1.048783864825963974e-02,2.893875539302825928e-02
9.886110424995422363e-01,1.143853552639484406e-02,2.598045580089092255e-02
9.863387346267700195e-01,1.491574756801128387e-02,2.406503446400165558e-02
9.804272651672363281e-01,1.913550868630409241e-02,1.586606949567794800e-01
9.871093034744262695e-01,1.351189613342285156e-02,3.010064363479614258e-02
9.879134297370910645e-01,9.950379841029644012e-03,4.539434239268302917e-02
9.850565791130065918e-01,1.697517745196819305e-02,2.341626957058906555e-02
9.884748458862304688e-01,1.182577852159738541e-02,2.949672564864158630e-02
9.879718422889709473e-01,1.443189941346645355e-02,3.193262964487075806e-02
9.871800541877746582e-01,1.369908079504966736e-02,2.706053107976913452e-02
9.781895279884338379e-01,3.185627982020378113e-02,3.356575220823287964e-02
9.894826412200927734e-01,1.165315322577953339e-02,2.657915093004703522e-02
9.895172715187072754e-01,1.096360851079225540e-02,2.753031626343727112e-02
9.870540499687194824e-01,2.052985318005084991e-02,4.617023468017578125e-02
9.896138310432434082e-01,1.029829867184162140e-02,3.126816451549530029e-02
9.881709814071655273e-01,1.321220025420188904e-02,2.899066731333732605e-02
9.892607927322387695e-01,1.222813036292791367e-02,2.796652168035507202e-02
9.569296240806579590e-01,2.674288153648376465e-01,3.337072581052780151e-02
9.896190762519836426e-01,1.296902447938919067e-02,3.259257227182388306e-02
9.889433383941650391e-01,1.158429495990276337e-02,3.747409954667091370e-02
9.869575500488281250e-01,1.345161627978086472e-02,2.865958400070667267e-02
9.834266901016235352e-01,1.229518000036478043e-02,9.889767318964004517e-02
9.871019721031188965e-01,1.011712290346622467e-02,5.462335422635078430e-02
9.868605732917785645e-01,1.676705293357372284e-02,2.418887428939342499e-02
9.860188961029052734e-01,1.365853101015090942e-02,3.177490085363388062e-02
9.904496073722839355e-01,1.310614589601755142e-02,2.754286117851734161e-02
9.809321165084838867e-01,2.078234776854515076e-02,3.837220370769500732e-02
7.698719501495361328e-01,1.994343549013137817e-01,6.600386500358581543e-01
9.894836544990539551e-01,1.286756899207830429e-02,3.898098319768905640e-02
9.900199174880981445e-01,1.367751229554414749e-02,3.056265972554683685e-02
9.879503250122070312e-01,1.120708324015140533e-02,5.725163966417312622e-02
9.187219738960266113e-01,2.874835431575775146e-01,1.572849303483963013e-01
9.875192642211914062e-01,1.246328465640544891e-02,2.695530652999877930e-02
9.883809089660644531e-01,1.158450171351432800e-02,2.604485303163528442e-02
9.893074631690979004e-01,1.489998027682304382e-02,2.863532118499279022e-02
9.878513216972351074e-01,1.518392842262983322e-02,2.290518023073673248e-02
3.020398914813995361e-01,9.398716092109680176e-01,1.132663860917091370e-01
9.030575156211853027e-01,5.503323674201965332e-01,4.007769003510475159e-02
9.880245327949523926e-01,1.298689097166061401e-02,2.634473331272602081e-02
9.812798500061035156e-01,1.765181310474872589e-02,7.653777301311492920e-02
9.901615381240844727e-01,1.335589587688446045e-02,2.830069698393344879e-02
9.890467524528503418e-01,1.129357237368822098e-02,3.022570535540580750e-02
